,Demand,DemandCharge,EnergyCharge,FacilityCharge,TotalCharge,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,Demand,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,DemandCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,EnergyCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,FacilityCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge,TotalCharge
month,entire year,entire year,entire year,entire year,entire year,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12,1,2,3,4,5,6,7,8,9,10,11,12
CustomerID,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VJ3RQ6,222862.71,4016.35,16078.22,7550.93,27645.50,19839.60,18323.60,19805.20,18663.60,18782.40,17769.60,17414.40,18420.08,18000.32,18743.64,18471.60,18628.67,0,0,0,0,0,985.15,966.77,1041.78,1022.66,0,0,0,1379.43,1273.31,1386.72,1299.16,1318.08,1386.99,1327.53,1443.93,1369.35,1308.46,1289.80,1295.47,661.02,661.02,635.60,635.60,635.60,610.18,584.75,635.60,635.60,610.18,635.60,610.18,2040.45,1934.34,2022.32,1934.76,1953.68,2982.32,2879.05,3121.31,3027.60,1918.64,1925.40,1905.65
VJN8SE,246998.80,8043.25,18727.04,12635.73,39406.02,21602.40,17340.80,18980.00,17121.20,19988.80,23433.60,26908.00,25556.80,20076.00,19076.80,17539.20,19375.20,0,0,0,0,0,2083.55,2071.30,2003.15,1885.25,0,0,0,1514.15,1218.94,1351.81,1211.24,1431.81,1998.29,2205.88,2173.85,1658.81,1363.72,1243.67,1354.87,940.69,864.42,1016.96,966.11,1067.81,1271.20,1271.20,1245.78,1194.93,1067.81,889.84,838.99,2454.84,2083.35,2368.77,2177.35,2499.62,5353.04,5548.38,5422.77,4738.99,2431.53,2133.51,2193.86
VJRE5Z,257257.36,8473.44,19566.43,14440.83,42480.70,17567.20,15176.80,18534.40,18995.20,20114.40,23109.60,26446.40,26407.20,25108.80,24138.40,20228.80,21430.16,0,0,0,0,0,1933.54,2109.54,2209.06,2221.31,0,0,0,1246.04,1079.70,1334.71,1356.92,1444.14,1936.44,2152.06,2249.04,2068.59,1733.97,1448.90,1515.92,966.11,864.42,966.11,1067.81,1118.66,1271.20,1322.05,1372.90,1474.59,1677.98,1220.35,1118.66,2212.16,1944.12,2300.82,2424.73,2562.80,5141.18,5583.64,5830.99,5764.49,3411.96,2669.25,2634.57
VLCDL3,216510.40,7542.46,16522.89,12559.46,36624.81,15577.60,14197.60,15879.20,15877.60,17063.20,19183.20,21945.60,22180.80,21000.80,20022.40,17208.80,16373.60,0,0,0,0,0,1735.97,1835.49,1935.01,2036.00,0,0,0,1105.07,1011.71,1143.79,1137.73,1228.08,1633.88,1819.12,1896.18,1734.04,1436.04,1222.72,1154.54,864.42,813.57,915.26,915.26,1067.81,1118.66,1169.50,1220.35,1322.05,1423.74,915.26,813.57,1969.48,1825.28,2059.06,2052.99,2295.89,4488.50,4824.12,5051.54,5092.08,2859.79,2137.98,1968.10
VMQZUN,589411.21,17314.00,44862.83,31477.65,93654.48,49654.41,44008.79,51090.38,46664.40,49372.41,49572.82,54423.20,55951.20,47792.00,50526.40,43540.80,46814.40,0,0,0,0,0,4135.15,4372.03,4459.30,4347.52,0,0,0,3551.43,3148.87,3668.89,3329.44,3534.36,4221.29,4503.66,4778.76,4022.46,3630.95,3128.18,3344.53,2390.01,2288.08,2542.61,2440.70,2341.20,2695.20,3000.03,2898.34,2847.49,3254.27,2389.86,2389.86,5941.45,5436.95,6211.50,5770.15,5875.56,11051.65,11875.72,12136.39,11217.47,6885.22,5518.04,5734.39
VOT0AI,274390.48,7672.86,20294.60,11542.50,39509.96,19027.20,17403.20,20540.00,20662.48,22175.20,24346.40,27975.20,29428.00,25686.40,25761.60,21476.00,19908.80,0,0,0,0,0,1945.79,1896.77,1933.54,1896.77,0,0,0,1329.50,1217.77,1447.86,1447.08,1564.10,1962.57,2207.86,2386.39,2017.11,1817.73,1506.31,1390.32,610.18,711.87,915.26,915.26,1016.96,1169.50,1169.50,1220.35,1169.50,1067.81,813.57,762.72,1939.67,1929.64,2363.12,2362.35,2581.06,5077.86,5274.13,5540.28,5083.38,2885.54,2319.88,2153.04
VRYE53,257777.60,10042.72,19996.01,15610.34,45649.07,17678.40,17251.20,20921.60,18901.60,20914.40,22807.20,24932.00,26792.00,25645.60,24708.00,19883.20,17342.40,0,0,0,0,0,2258.08,2270.34,2694.40,2819.90,0,0,0,1263.43,1236.50,1518.13,1362.99,1514.59,2000.36,2091.09,2350.50,2184.62,1792.94,1436.66,1244.21,966.11,915.26,1220.35,1169.50,1271.20,1372.90,1372.90,1627.14,1728.83,1576.29,1322.05,1067.81,2229.54,2151.76,2738.48,2532.49,2785.79,5631.34,5734.32,6672.04,6733.36,3369.23,2758.70,2312.02
VS673B,402384.93,12559.17,30766.94,24457.89,67783.99,38458.13,34425.60,39781.60,37194.80,34788.40,29967.60,32240.80,34035.60,30805.60,31781.60,29081.20,29824.00,0,0,0,0,0,2794.66,3130.72,3310.40,3323.39,0,0,0,2765.78,2475.21,2865.84,2655.69,2496.37,2578.15,2763.49,2969.37,2642.93,2300.28,2100.58,2153.25,1779.68,1779.68,2110.19,1983.07,1983.07,1703.41,2110.19,2186.46,2186.46,2542.40,1983.07,2110.19,4545.46,4254.89,4976.03,4638.76,4479.44,7076.22,8004.41,8466.23,8152.79,4842.68,4083.65,4263.44
VUI2GM,485560.80,11252.16,35545.41,17593.41,64390.98,44786.40,40129.60,42675.20,39634.40,39965.60,38261.60,42574.40,43912.80,39187.20,38128.80,36708.00,39596.80,0,0,0,0,0,2718.91,2744.90,3031.20,2757.15,0,0,0,3113.92,2789.60,2993.46,2761.16,2806.95,3077.13,3360.30,3589.32,3065.48,2684.21,2563.23,2740.66,1271.20,1372.90,1423.74,1372.90,1423.74,1627.14,1677.98,1830.53,1677.98,1525.44,1169.50,1220.35,4385.12,4162.50,4417.21,4134.06,4230.69,7423.18,7783.18,8451.05,7500.62,4209.65,3732.73,3961.02
VUTO6F,347726.40,12830.27,26619.96,19678.18,59128.41,25236.80,22770.40,28371.20,26274.40,28768.00,34041.60,37428.00,37935.20,33098.40,29797.60,22556.80,21448.00,0,0,0,0,0,3144.45,2945.41,3419.97,3320.45,0,0,0,1786.26,1616.47,2033.42,1872.39,2062.80,2877.75,3089.47,3241.70,2748.41,2143.80,1619.68,1527.80,1220.35,1322.05,1627.14,1474.59,1576.29,1932.22,1830.53,2135.62,2084.77,1779.68,1474.59,1220.35,3006.61,2938.52,3660.56,3346.99,3639.09,7954.42,7865.41,8797.28,8153.63,3923.48,3094.27,2748.15
VVWZ8D,352869.07,9078.40,26225.03,14593.38,49896.81,25400.80,23222.40,27742.00,28057.60,29005.20,32511.07,35972.40,35228.80,32031.20,31220.00,26513.20,25964.40,0,0,0,0,0,2213.71,2313.23,2294.11,2257.34,0,0,0,1777.07,1627.56,1962.16,1968.80,2053.63,2668.98,2843.85,2896.13,2528.54,2210.54,1871.19,1816.57,991.54,966.11,1118.66,1220.35,1220.35,1347.47,1372.90,1347.47,1398.32,1347.47,1169.50,1093.23,2768.61,2593.67,3080.82,3189.15,3273.98,6230.17,6529.98,6537.72,6184.21,3558.01,3040.70,2909.80
VX53A4,738656.00,19924.64,55461.52,32441.02,107827.18,54980.80,51206.40,58347.20,57112.80,60360.00,61159.20,66339.20,72746.40,66267.20,68730.40,62317.60,59088.80,0,0,0,0,0,4153.38,4690.69,5639.81,5440.77,0,0,0,3892.33,3624.67,4163.09,4038.68,4297.57,5031.96,5332.32,6138.14,5404.37,4900.87,4447.04,4190.47,2135.62,2186.46,2440.70,2339.01,2542.40,2491.55,2847.49,3457.66,3355.97,3355.97,2847.49,2440.70,6027.94,5811.13,6603.79,6377.69,6839.97,11676.89,12870.50,15235.61,14201.11,8256.84,7294.53,6631.18
VYTN03,544461.49,15327.84,40700.01,25754.51,81782.36,33784.13,31350.80,45491.60,44431.60,46267.60,48472.00,53866.00,55830.40,50872.80,50302.80,42576.00,41215.76,0,0,0,0,0,3537.14,3707.74,3944.29,4138.67,0,0,0,2414.52,2246.43,3245.41,3137.01,3289.66,3967.06,4262.00,4575.94,4062.38,3571.16,3018.59,2909.85,1779.68,1881.38,2008.50,1855.95,2059.34,2161.04,2339.01,2466.13,2618.67,2720.37,2059.34,1805.10,4194.20,4127.81,5253.91,4992.96,5349.00,9665.24,10308.75,10986.35,10819.73,6291.52,5077.93,4714.96
VZ2Y9M,296005.87,10003.01,23097.59,17364.59,50465.19,17119.60,17294.40,24753.20,25409.87,25634.80,27868.00,30940.80,30660.00,27583.20,27243.20,22811.20,18687.60,0,0,0,0,0,2413.49,2469.38,2631.65,2488.50,0,0,0,1240.57,1258.12,1810.44,1837.26,1862.28,2453.38,2600.68,2662.23,2373.44,1978.54,1665.54,1355.13,1322.05,1372.90,1449.17,1398.32,1449.17,1449.17,1500.02,1601.71,1500.02,1525.44,1449.17,1347.47,2562.62,2631.02,3259.61,3235.58,3311.44,6316.03,6570.07,6895.59,6361.95,3503.98,3114.71,2702.60
W080HC,280809.60,14775.10,22439.19,24712.13,61926.42,13860.00,12860.00,22741.60,21260.80,22924.00,25768.00,28788.00,30962.40,26977.60,29918.40,23442.40,21306.40,0,0,0,0,0,2674.30,3649.41,3888.16,4563.23,0,0,0,988.63,920.28,1654.27,1535.75,1661.91,2344.18,2605.04,2868.40,2424.07,2183.32,1707.37,1545.95,1016.96,915.26,1728.83,1779.68,1728.83,1779.68,2440.70,2644.10,3101.73,3305.12,2237.31,2033.92,2005.59,1835.55,3383.10,3315.43,3390.74,6798.17,8695.16,9400.65,10089.03,5488.44,3944.69,3579.87
W0CRI3,340748.00,13058.24,26248.55,21305.31,60612.11,22161.60,21163.20,26633.60,26762.40,28140.00,31208.00,35491.20,36972.00,32395.20,31484.80,25062.40,23273.60,0,0,0,0,0,2982.18,3145.92,3445.95,3484.19,0,0,0,1572.58,1503.29,1913.15,1908.50,2018.84,2687.65,2987.51,3212.97,2738.82,2264.96,1791.13,1649.17,1271.20,1322.05,1576.29,1576.29,1677.98,1932.22,1983.07,2186.46,2237.31,2440.70,1779.68,1322.05,2843.78,2825.33,3489.44,3484.79,3696.82,7602.05,8116.50,8845.38,8460.32,4705.66,3570.81,2971.22
W2FKVY,282196.00,7824.35,21070.72,13017.09,41912.16,22232.00,20037.60,22341.60,21416.80,22496.80,23094.40,27047.20,27543.20,26180.80,26505.60,21886.40,21413.60,0,0,0,0,0,1722.24,1909.02,2083.55,2109.54,0,0,0,1559.45,1411.40,1586.23,1509.25,1599.60,1913.98,2159.65,2288.77,2104.63,1883.92,1550.16,1503.68,864.42,864.42,915.26,966.11,1118.66,1067.81,1169.50,1271.20,1322.05,1423.74,1067.81,966.11,2423.87,2275.81,2501.50,2475.36,2718.25,4704.03,5238.18,5643.53,5536.22,3307.66,2617.96,2469.79
W51ECY,205011.76,8531.78,15735.35,16474.75,40741.88,14472.80,13673.60,15077.60,14388.00,16750.40,18180.80,20322.40,21169.60,20796.00,19299.20,15713.60,15167.76,0,0,0,0,0,1834.02,2343.87,2284.06,2069.82,0,0,0,1035.84,982.05,1084.05,1026.63,1201.22,1522.82,1688.18,1816.58,1760.23,1394.71,1134.11,1088.94,813.57,1169.50,813.57,1372.90,1627.14,1779.68,1830.53,1728.83,1627.14,1627.14,1118.66,966.11,1849.41,2151.55,1897.62,2399.53,2828.35,5136.51,5862.58,5829.48,5457.19,3021.85,2252.76,2055.05
W579ME,513861.81,12123.33,37738.72,21813.79,71675.84,18780.53,21777.60,32096.00,34969.60,47656.00,49773.60,51157.60,55292.00,56827.20,57945.60,55000.00,32586.08,0,0,0,0,0,2793.92,2931.68,3142.98,3254.75,0,0,0,1340.90,1551.61,2274.99,2446.29,3354.36,3892.45,3887.80,4360.18,4410.39,4087.09,3860.71,2271.96,1576.29,1322.05,1525.44,1576.29,1779.68,1779.68,1830.53,2084.77,2186.46,2186.46,2033.92,1932.22,2917.18,2873.65,3800.43,4022.58,5134.04,8466.05,8650.01,9587.92,9851.60,6273.56,5894.63,4204.19
W6UEFM,319431.60,9902.51,24099.78,18839.18,52841.48,25343.20,23774.40,27148.40,24633.20,27033.87,28274.80,28557.20,29040.40,27509.20,28620.00,25352.40,24144.53,0,0,0,0,0,2166.16,2731.90,2451.73,2552.72,0,0,0,1817.83,1703.15,1957.53,1760.16,1939.41,2336.79,2327.30,2414.69,2240.72,2050.54,1822.98,1728.69,1601.71,1576.29,1525.44,1449.17,1449.17,1550.86,1779.68,1550.86,1601.71,1779.68,1500.02,1474.59,3419.54,3279.44,3482.97,3209.32,3388.57,6053.81,6838.88,6417.29,6395.15,3830.22,3322.99,3203.28
W7VRZT,216767.20,10671.95,16920.66,12508.61,40101.22,7235.60,6984.40,10897.20,12412.00,21265.60,31686.00,35114.00,34777.60,25107.20,14782.40,9796.00,6709.20,0,0,0,0,0,2750.29,2569.63,2788.53,2563.50,0,0,0,505.85,491.85,776.81,880.95,1530.02,2642.69,2841.65,2947.84,2083.37,1057.19,692.94,469.50,355.94,508.48,889.84,864.42,1372.90,1652.56,1550.86,1703.41,1550.86,991.54,635.60,432.21,861.78,1000.33,1666.65,1745.37,2902.91,7045.54,6962.15,7439.77,6197.73,2048.73,1328.54,901.71
W81SW1,331200.00,9324.75,24995.99,16093.39,50414.13,24018.80,20582.40,26143.20,26050.80,28663.60,29684.00,39068.80,34929.20,30632.80,29644.80,21976.40,19805.20,0,0,0,0,0,2215.18,2413.49,2326.22,2369.86,0,0,0,1715.51,1471.65,1880.19,1855.03,2047.62,2484.93,3088.14,2889.96,2476.77,2115.74,1568.74,1401.72,1372.90,1220.35,1245.78,1372.90,1398.32,1372.90,1449.17,1398.32,1423.74,1474.59,1296.62,1067.81,3088.40,2692.00,3125.96,3227.93,3445.94,6073.01,6950.79,6614.50,6270.37,3590.33,2865.37,2469.53
W8XJJP,424373.33,16877.28,32860.21,27101.98,76839.47,30664.80,28594.40,35250.40,32456.00,35321.33,38834.40,42122.40,44622.40,37566.40,37388.00,31612.00,29940.80,0,0,0,0,0,3947.97,3909.73,4447.04,4572.54,0,0,0,2194.99,2048.82,2546.79,2328.21,2546.88,3381.37,3585.43,3905.00,3202.49,2699.77,2278.36,2142.09,1728.83,1728.83,2186.46,1932.22,2135.62,2593.25,2542.40,2898.34,3000.03,2593.25,2033.92,1728.83,3923.82,3777.65,4733.26,4260.43,4682.49,9922.59,10037.56,11250.37,10775.07,5293.02,4312.28,3870.92
W90O64,337378.72,9793.92,25146.12,14695.07,49635.11,24636.40,22918.00,25745.20,24597.20,27708.80,31938.96,35631.60,34985.60,30136.00,28581.60,25202.00,25297.36,0,0,0,0,0,2382.11,2495.36,2526.00,2390.45,0,0,0,1718.95,1602.77,1822.56,1728.78,1969.04,2634.06,2837.42,2887.97,2386.50,2022.67,1772.41,1763.00,966.11,1016.96,1144.08,1118.66,1271.20,1423.74,1525.44,1525.44,1500.02,1271.20,1016.96,915.26,2685.06,2619.73,2966.64,2847.44,3240.24,6439.92,6858.22,6939.41,6276.97,3293.87,2789.37,2678.26
W95Y19,443392.80,12418.46,33498.75,21101.92,67019.13,33313.60,30697.60,36515.20,35376.00,36780.80,38001.60,41484.80,43672.80,39876.00,41135.20,34257.60,32281.60,0,0,0,0,0,2995.90,3194.94,3107.68,3119.94,0,0,0,2360.64,2172.97,2611.71,2510.33,2629.68,3211.25,3386.38,3685.50,3266.49,2942.32,2441.60,2279.88,1525.44,1423.74,1627.14,1677.98,1677.98,1881.38,1983.07,1932.22,1932.22,2186.46,1779.68,1474.59,3886.08,3596.71,4238.84,4188.32,4307.67,8088.53,8564.39,8725.41,8318.65,5128.79,4221.28,3754.47
W9EPJI,729243.48,20765.93,55020.59,34131.72,109918.24,56902.32,51658.32,58488.24,52665.96,55395.12,58986.12,73479.60,77782.92,67903.44,66331.68,55697.40,53952.36,0,0,0,0,0,4868.97,5357.40,5290.56,5249.01,0,0,0,4035.29,3669.97,4176.83,3743.50,3955.97,4970.51,5934.38,6487.77,5535.17,4737.20,3961.61,3812.40,2585.62,2616.13,2753.42,2532.23,2608.50,2951.73,3249.19,3226.31,3188.17,3264.44,2700.03,2455.96,6620.91,6286.10,6930.24,6275.73,6564.47,12791.20,14540.97,15004.63,13972.35,8001.65,6661.63,6268.36
WFAU5B,545540.80,15380.54,42134.18,28424.03,85938.76,44153.60,40441.60,48147.20,43664.00,46482.40,46965.60,46362.40,48380.80,46538.40,47340.80,44743.20,42320.80,0,0,0,0,0,3635.68,3770.50,3957.28,4017.09,0,0,0,3199.53,2926.36,3490.57,3141.02,3357.00,4107.94,3965.56,4249.77,3972.09,3422.79,3242.91,3058.66,2288.16,2288.16,2339.01,2339.01,2288.16,2389.86,2542.40,2491.55,2491.55,2542.40,2186.46,2237.31,5487.69,5214.52,5829.58,5480.03,5645.16,10133.48,10278.45,10698.60,10480.73,5965.19,5429.38,5295.97
WOMGT7,333547.20,12534.66,25580.11,20034.11,58148.88,24568.80,22678.40,25886.40,24791.20,27144.00,31608.00,35736.00,36353.60,29661.60,28864.00,23063.20,23192.00,0,0,0,0,0,2983.65,3070.91,3170.43,3309.66,0,0,0,1748.00,1610.56,1852.48,1766.67,1948.60,2721.52,2972.99,3119.55,2460.79,2076.59,1650.98,1651.38,1271.20,1322.05,1627.14,1576.29,1677.98,1881.38,1932.22,1983.07,2135.62,1881.38,1423.74,1322.05,3019.20,2932.61,3479.62,3342.95,3626.59,7586.54,7976.13,8273.06,7906.07,3957.97,3074.72,2973.43
WPPL5K,797716.00,14954.50,56726.68,25805.36,97486.54,51474.00,35670.80,54548.00,56001.60,64933.20,74169.60,77929.60,90267.60,75154.80,74020.80,74792.40,68753.60,0,0,0,0,0,3636.16,3727.10,3814.37,3776.86,0,0,0,3569.14,2472.59,3828.00,3857.01,4532.73,5511.16,5644.92,6795.45,5476.46,5123.23,5189.93,4726.08,1576.29,1601.71,2059.34,2084.77,2186.46,2669.52,2339.01,2313.58,2262.74,2313.58,2135.62,2262.74,5145.43,4074.30,5887.34,5941.77,6719.19,11816.84,11711.03,12923.40,11516.06,7436.81,7325.55,6988.82
WQ7IG1,560543.20,18698.05,42561.98,29796.93,91056.96,45673.60,39417.60,44187.20,41569.60,44422.40,49384.00,55225.60,57531.20,50197.60,47731.20,41438.40,43764.80,0,0,0,0,0,4442.62,4393.60,4993.66,4868.16,0,0,0,3229.83,2797.28,3169.09,2956.57,3183.03,4178.46,4509.68,4898.19,4151.17,3425.09,2963.36,3100.23,2033.92,1932.22,2440.70,2135.62,2339.01,2745.79,2745.79,3152.58,3050.88,2847.49,2339.01,2033.92,5263.75,4729.50,5609.79,5092.18,5522.04,11366.88,11649.07,13044.43,12070.21,6272.58,5302.37,5134.15
WQG2GO,468296.53,9307.84,34703.17,18051.04,62062.05,40932.80,37838.40,41846.40,38718.40,40299.20,39135.20,38550.40,39431.20,37023.20,39201.60,37426.13,37893.60,0,0,0,0,0,2345.34,2320.83,2320.83,2320.83,0,0,0,2902.94,2684.70,2980.77,2735.16,2865.07,3196.14,3048.38,3223.07,2944.09,2781.11,2660.65,2681.09,1627.14,1576.29,1576.29,1474.59,1525.44,1525.44,1423.74,1423.74,1423.74,1423.74,1525.44,1525.44,4530.07,4260.99,4557.05,4209.76,4390.51,7066.92,6792.96,6967.65,6688.67,4204.86,4186.09,4206.53
WRDSVC,270773.60,4300.45,19416.59,7576.35,31293.39,21238.40,19712.00,22489.60,22128.80,22828.80,22214.40,24208.80,24852.00,23443.20,23558.40,22106.40,21992.80,0,0,0,0,0,1047.17,1059.42,1071.68,1122.18,0,0,0,1475.78,1369.64,1572.03,1535.34,1594.55,1699.79,1800.31,1907.02,1755.76,1642.65,1539.54,1524.18,610.18,610.18,610.18,610.18,610.18,661.02,661.02,661.02,661.02,661.02,610.18,610.18,2085.96,1979.81,2182.21,2145.52,2204.72,3407.98,3520.76,3639.72,3538.96,2303.68,2149.72,2134.35
WS2OBA,377082.80,5940.08,26973.42,11161.14,44074.63,31012.00,28495.20,31854.40,29964.80,31532.80,31246.00,32601.20,32949.60,31725.60,32944.80,30783.60,31972.80,0,0,0,0,0,1452.11,1483.49,1520.99,1483.49,0,0,0,2147.67,1973.75,2218.58,2072.71,2197.69,2379.54,2423.31,2538.26,2372.38,2295.80,2142.74,2210.98,966.11,991.54,915.26,889.84,838.99,915.26,889.84,915.26,889.84,1016.96,966.11,966.11,3113.78,2965.29,3133.84,2962.55,3036.68,4746.92,4796.64,4974.52,4745.71,3312.76,3108.85,3177.09
WS7VZX,282087.20,7956.22,21341.76,12508.61,41806.59,17358.00,19971.60,18752.00,18123.20,25455.20,23558.40,29427.60,28380.80,24750.00,27645.60,24240.80,24424.00,0,0,0,0,0,2101.20,2007.81,2001.68,1845.54,0,0,0,1243.17,1430.39,1335.91,1278.26,1827.44,1965.47,2394.50,2388.85,2034.11,1970.62,1735.89,1737.16,915.26,940.69,864.42,711.87,1093.23,1245.78,1194.93,1194.93,1118.66,1169.50,1016.96,1042.38,2158.43,2371.08,2200.32,1990.14,2920.67,5312.44,5597.23,5585.46,4998.30,3140.12,2752.85,2779.54
WT1F4G,558424.80,20966.91,42970.66,32491.87,96429.44,42488.00,36692.00,42957.60,39112.00,43628.00,53113.60,62560.00,62240.80,51528.80,49395.20,36882.40,37826.40,0,0,0,0,0,5217.22,5292.22,5517.25,4940.22,0,0,0,3009.48,2615.39,3096.58,2799.20,3146.66,4604.33,5191.16,5341.52,4289.03,3544.78,2646.03,2686.49,2186.46,2288.16,2491.55,2389.86,2694.94,3254.27,3305.12,3457.66,3000.03,2949.18,2288.16,2186.46,5195.95,4903.55,5588.14,5189.05,5841.61,13075.82,13788.50,14316.44,12229.29,6493.96,4934.19,4872.95
WV3IG7,232148.80,8487.17,17862.64,14491.68,40841.49,20252.00,15543.20,17680.80,15848.80,18324.00,19213.60,22208.00,25371.20,21132.00,19217.60,16100.00,21257.60,0,0,0,0,0,1896.77,2121.79,2271.81,2196.80,0,0,0,1426.35,1103.51,1270.55,1138.74,1321.51,1683.98,1895.70,2198.36,1793.28,1386.48,1149.81,1494.38,1118.66,966.11,1016.96,1169.50,1169.50,1169.50,1322.05,1423.74,1372.90,1474.59,966.11,1322.05,2545.00,2069.62,2287.51,2308.25,2491.02,4750.25,5339.54,5893.91,5362.97,2861.07,2115.92,2816.42
WW9C9V,624895.56,18774.33,47227.87,31042.70,97044.91,46494.60,42071.28,49179.24,45780.24,55456.56,58061.28,57415.08,60430.44,55367.28,55316.64,50959.08,48363.84,0,0,0,0,0,4771.97,4525.18,4747.78,4729.40,0,0,0,3297.04,2991.89,3519.19,3257.42,3963.47,4911.37,4730.11,5075.25,4486.46,3949.42,3618.17,3428.10,2189.01,2181.38,2135.62,2173.75,2707.66,2966.98,2761.05,3058.51,3104.27,2936.47,2593.25,2234.77,5486.04,5173.27,5654.81,5431.17,6671.12,12650.33,12016.33,12881.53,12320.12,6885.89,6211.42,5662.87
WWFCDF,288565.92,12875.77,22926.24,22652.78,58454.80,18896.40,18927.36,24865.56,23335.56,23940.00,25368.12,29638.80,29187.36,24551.64,26721.36,23136.48,19997.28,0,0,0,0,0,2900.16,3219.83,3293.51,3462.28,0,0,0,1373.40,1377.33,1823.65,1695.15,1746.73,2304.45,2618.28,2701.33,2221.09,1953.22,1671.31,1440.32,1647.48,1647.48,1967.82,1761.88,1739.00,1876.29,2059.34,2127.99,2242.40,2516.98,1601.71,1464.42,3020.87,3024.80,3791.47,3457.03,3485.73,7080.90,7897.45,8122.82,7925.77,4470.19,3273.02,2904.74
WZK7Y3,684009.60,16536.54,51411.99,29644.38,97592.91,51299.20,47026.40,56664.80,53976.80,55420.80,57496.80,64298.40,65313.60,60877.60,62568.80,55367.20,53699.20,0,0,0,0,0,4081.31,4093.57,4180.83,4180.83,0,0,0,3650.93,3345.60,4058.96,3831.53,3963.56,4801.88,5161.31,5408.83,4946.06,4466.58,3953.50,3823.26,2135.62,2339.01,2440.70,2389.86,2440.70,2542.40,2542.40,2593.25,2593.25,2745.79,2542.40,2339.01,5786.54,5684.61,6499.66,6221.38,6404.27,11425.59,11797.28,12182.91,11720.14,7212.38,6495.90,6162.26
X1Z56Y,206726.00,6773.02,15753.49,11364.53,33891.04,12793.60,12308.80,16316.00,16952.80,17677.20,19653.60,21776.40,21139.60,18740.00,18847.20,15401.60,15119.20,0,0,0,0,0,1731.31,1793.33,1611.94,1636.45,0,0,0,909.28,874.60,1165.50,1202.97,1262.74,1662.86,1804.57,1794.32,1547.27,1352.75,1102.20,1074.40,533.90,711.87,864.42,1016.96,1093.23,1169.50,1194.93,1067.81,1093.23,1067.81,762.72,788.14,1443.19,1586.48,2029.92,2219.93,2355.97,4563.68,4792.83,4474.06,4276.95,2420.56,1864.92,1862.55
X2HHU9,205540.00,3790.59,15044.69,7067.87,25903.15,18545.60,16375.20,18263.20,17909.60,17479.20,16659.20,16522.40,16519.20,15791.20,18292.80,16098.40,17084.00,0,0,0,0,0,947.65,947.65,947.65,947.65,0,0,0,1302.39,1152.05,1291.13,1254.94,1236.74,1338.14,1284.71,1335.02,1231.15,1284.96,1138.22,1195.25,610.18,610.18,610.18,610.18,559.33,559.33,559.33,559.33,559.33,661.02,610.18,559.33,1912.57,1762.23,1901.30,1865.12,1796.07,2845.11,2791.69,2841.99,2738.13,1945.98,1748.39,1754.57
X3BYJA,214540.80,7985.15,16735.26,13017.09,37737.50,13161.60,15150.40,20097.60,18027.20,17907.20,19396.80,21062.40,21668.80,20606.40,17705.60,15332.80,14424.00,0,0,0,0,0,1996.29,1996.29,1996.29,1996.29,0,0,0,947.55,1095.88,1469.84,1305.46,1304.35,1714.72,1803.25,1925.25,1739.71,1285.43,1106.77,1037.05,915.26,1016.96,1118.66,1118.66,1016.96,1220.35,1220.35,1220.35,1220.35,1118.66,915.26,915.26,1862.82,2112.84,2588.50,2424.12,2321.31,4931.36,5019.89,5141.89,4956.35,2404.08,2022.03,1952.32
X4RTJM,302090.67,7745.66,22391.26,12000.13,42137.06,24609.60,22118.00,23442.00,22037.60,23310.80,24304.67,27881.60,30701.20,27186.80,27101.60,24498.80,24898.00,0,0,0,0,0,1746.02,1845.54,2195.33,1958.78,0,0,0,1727.83,1552.17,1659.84,1548.62,1651.52,1978.23,2203.98,2530.25,2141.50,1922.29,1728.02,1747.02,915.26,889.84,813.57,813.57,864.42,1042.38,1093.23,1322.05,1194.93,1194.93,889.84,966.11,2643.09,2442.01,2473.41,2362.19,2515.93,4766.63,5142.75,6047.63,5295.22,3117.22,2617.86,2713.13
